Data Mining,Information Retrieval,Computer Science,Machine Learning,Data Analysis,Programming,R,Matlab,Hadoop,Statistics,Mathematical Modeling,Business Intelligence,LaTeX,Research,Algorithms,SPSS,Artificial Intelligence,Web Mining,Python,Pattern Recognition,Statistical Modeling,Perl,Operations Research,Weka,Big Data
Data Analysis,Statistics,R,Python,Matlab,SAS,ArcGIS,Project Management,Spatial Analysis,Modeling,Machine Learning,Mathematical Modeling,None,None,None,None,None,None,None,None,None,None,None,None,None
Physics,Theoretical Physics,Numerical Analysis,Python,Data Mining,Differential Equations,Machine Learning,Science,MySQL,Mathematica,R,Mathematical Modeling,Amazon Web Services (AWS),BigQuery,String Theory,Algorithms,C++,Programming,LaTeX,Spark,Big Data,Git,Statistics,Data Analysis,SQL
Science,Microsoft Office,Research,Statistics,Microsoft Word,Data Analysis,Teaching,PowerPoint,English,Microsoft Excel,Matlab,GIS,Windows,Environmental Science,ArcGIS,Customer Service,Public Speaking,University Teaching,College Teaching,None,None,None,None,None,None
Java,Programming,C++,Linux,HTML,Microsoft Office,CSS,Windows,SQL,JavaScript,MySQL,Agile Methodologies,HTML5,Customer Service,jQuery,Scrum,Acceptance Testing,Git,LaTeX,R,Test Automation,API Testing,System Testing,Test Planning,Test Cases
R,Data Mining,Statistics,Machine Learning,Data Analysis,Python,Matlab,Algorithms,Statistical Modeling,SQL,Mathematical Modeling,Mathematics,LaTeX,Research,Applied Mathematics,Analysis,Quantitative Research,Predictive Modeling,Multivariate Analysis,Optimization,Analytical Skills,GNU Octave,Apache Spark,Modeling,Artificial Neural Networks
Java,Hadoop,Apache Spark,Data Science,R,Machine Learning,Python,Regression Analysis,Data Analysis,C++,C,Matlab,JavaScript,HTML,Big Data,MySQL,Linux,Oracle,SQL,CSS,Programming,Node.js,PHP,Visual Basic,Microsoft Office
Statistics,Credit Risk,Data Mining,Statistical Modeling,Risk Management,SAS programming,Economics,Segmentation,Analytics,SAS Programming,Financial Modeling,Banking,Teaching,Forecasting,R,TRIAD,None,None,None,None,None,None,None,None,None
Algorithms,Artificial Intelligence,Bioinformatics,Programming,Machine Learning,Computer Science,Java,C#,LaTeX,Software Engineering,Visual Studio,Genetic Algorithms,Matlab,Pattern Recognition,OOP,Object Oriented Design,Graph Theory,Linux,Statistics,UML,Windows,Computer Vision,Eclipse,Image Processing,Distributed Systems
Data Mining,Data Science,R,Tableau,SAS,Python,SQL,Data Analysis,SPSS,Analytical Skills,Statistica,Statistical Data Analysis,Strategy,Leadership,Team Leadership,Marketing,Analysis,Finance,Market Research,Banking,Teamwork,Time Management,Financial Analysis,Retail Banking,Investments
C++,Programming,Algorithms,C#,Machine Learning,Matlab,Python,Photoshop,Microsoft Office,HTML,LaTeX,Research,Image Processing,Mathematical Modeling,Digital Photography,Simulink,CSS,Perl,Photography,Computer Vision,C,Corel Draw,Artificial Intelligence,Cascading Style Sheets (CSS),Statistics
Fermentation,Mathematical Modeling,Matlab,Chemical Engineering,Systems Biology,Optimization,Modeling,Data Analysis,Microbiology,Experimentation,Numerical Analysis,Synthetic Biology,Biotechnology,Cell Culture,Simulink,Molecular Biology,Statistics,Chemistry,Science,Spectroscopy,Characterization,Biochemistry,Fortran,Experimental Design,Materials Science
R,SAS,Python,SQL,Matlab,SAS Programming,Statistics,Microsoft Excel,Statistical Modeling,Tableau,Predictive Modeling,Survival Analysis,Time Series Analysis,Experimental Design,LaTeX,Econometrics,Tutoring,Financial Modeling,Data Analysis,Microsoft Office,None,None,None,None,None
Data Analysis,Statistics,Physics,Matlab,Teaching,Statistical Modeling,SAS,Business Analysis,R,LaTeX,SQL,Analytics,Quantitative Analytics,Mathematical Modeling,Monte Carlo Simulation,Mathematica,Strategy,Decision Trees,Financial Modeling,Management,Microsoft Excel,None,None,None,None
Statistics,Data Analysis,Statistical Modeling,Data Mining,R,SAS,SPSS,Machine Learning,Research,Quantitative Research,Qualitative Research,Analytics,Marketing Research,Project Management,Microsoft Excel,Data Management,Analytical Skills,Data Collection,Experimental Design,Microsoft SQL Server,Programming,Data Visualization,LaTeX,SQL,None
Data Science,Machine Learning,Python,Statistics,Scala,scikit-learn,Matlab,Apache Spark,C++,OpenCV,tensorflow,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Physics,Data Analysis,Programming,Statistics,C++,SQL,Data Mining,Analytics,Fortran,Monte Carlo Simulation,Mathematical Modeling,Management,Big Data,Statistical Modeling,Computational Physics,Python,Matlab,Linux,Research,Applied Mathematics,Data Science,Analysis,Problem Solving,Microsoft SQL Server,LaTeX
Java,Databases,Algorithms,C++,C#,SQL,Software Development,Microsoft SQL Server,Linux,C,Python,Machine Learning,ASP.NET,Matlab,.NET,Data Mining,Eclipse,Integration,Web Development,Artificial Intelligence,JavaScript,PostgreSQL,Visual Studio,Software Engineering,XML
Python Scikit-Learn,Keras - Tensorflow,Pyspark ML and MLlib,Machine Learning,Data Mining,Spark,Python,Hadoop,Node.js,JavaScript,C++,Java,C,C#,SQL,Software Development,Programming,Requirements Analysis,Unix,Testing,Microsoft SQL Server,PL/SQL,Tableau,None,None
Microsoft SQL Server,Web Services,ASP.NET,JavaScript,VB.NET,SSRS,SSIS,Hadoop,ASP,DTS,Database Design,Data Modeling,Business Intelligence,Data Analysis,Data Warehousing,jQuery,MapReduce,SQL Server,Crystal Reports,d3.js,Data Migration,CA Clarity,SQL Tuning,Spark,JIRA
Data Analysis,Research,R,SAS,Python,Excel Pivot,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SPSS,Microsoft Access,Data Analysis,Market Research,Microsoft Excel,Statistics,PowerPoint,SAS,Microsoft Office,C,Actuarial Science,Financial Modeling,Java,Teamwork,Team Management,Business Strategy,Management,Business Analysis,Microsoft Word,Probability,Valuation,Statistical Modeling,Access,None,None
Java,Research,Computer Science,Data Mining,Machine Learning,Algorithms,Artificial Intelligence,Data Science,MySQL,Pattern Recognition,Databases,Social Network Analysis,Programming,LaTeX,R,SQL,PHP,Data Warehousing,C#,Matlab,HTML,CSS,JavaScript,jQuery,AJAX
Business Analysis,Marketing Strategy,Project Management,Forecasting,Strategy,Business Strategy,PL/SQL,Data Mining,Leadership,SAS,Project Planning,Business Objects,Microsoft Excel,Cross-functional Team Leadership,None,None,None,None,None,None,None,None,None,None,None
Research,Time Management,Public Speaking,Leadership,PowerPoint,Statistics,C,Python,Mathematics,Matlab,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Machine Learning,Computer Vision,Data Mining,Data Analysis,Statistics,Predictive Analytics,Pattern Recognition,Image Processing,Signal Processing,R,Python,Matlab,SPSS,Scala,Spark,Hadoop,Tableau,SQL,NoSQL,Leaflet,ggplot,ArcGIS,GIS,LiDAR,Data Management
Leadership,Machine Learning,Python,Project Management,SQL,Spark,R,Hive,Predictive Modeling,Matlab,Signal Processing,Statistical Data Analysis,C++,SPSS,Control Systems Design,Teamwork,Experimental Design,Text Analytics,Tableau,Splunk,Big Data Analytics,None,None,None,None
Microsoft Excel,Microsoft Office,Microsoft SQL Server,VBA,R,Big Data Analytics,Data Analysis,Analytics,Market Analysis,Economics,Econometrics,Reporting & Analysis,Statistics,Statistical Modeling,Data Visualization,Data Mining,Machine Learning,MySQL,Python,None,None,None,None,None,None
Teamwork,Public Speaking,Microsoft Office,Leadership,PowerPoint,Microsoft Excel,Process Engineering,Customer Service,Critical Thinking,Social Media,Team Leadership,Social Networking,Data Analysis,Management,Project Planning,Microsoft Word,English,Analysis,Research,Quality Assurance,Java,Project Management,WordPress,Budgets,C
R,Data Analysis,Data Mining,Python,Statistics,Research,SPSS,Machine Learning,Microsoft Excel,SQL,Big Data,Programming,Data Science,Analysis,ANOVA,Experimental Psychology,NumPy,Quantitative Analytics,Big data,Analytics,Quantitative Analysis,Research Planning,Analytical Skills,Experimental Design,Adobe Lightroom
HTML,Java,SQL,Microsoft Office,Hadoop,PowerPoint,JavaScript,Windows,Unix,Microsoft Excel,Python,English,CSS,Apache Spark,Linux,Machine Learning,Microsoft Word,Customer Service,Research,Outlook,Photoshop,Public Speaking,CCNA,Struts,Hibernate
Strategy,Financial Modeling,Derivatives,Business Strategy,Management,Valuation,Analysis,Management Consulting,Equities,Fixed Income,Data Analysis,Financial Analysis,Consulting,"Skilled in C, C++, Java, PHP, Matlab, and SQL",None,None,None,None,None,None,None,None,None,None,None
Machine Learning,Statistical Modeling,Data Mining,R,Python,SAS Programming,Matlab,MySQL,Hadoop,MapReduce,Tableau,Clinical Research,SQL,SAS,Research,Statistics,Mathematical Modeling,Data Analysis,C,Numerical Analysis,None,None,None,None,None
Statistical Modelling,Statistical Data Analysis,Machine Learning,Data Mining,Multivariate Analysis,Time Series Analysis,R,SAS programming,SQL,Python,HTML,Statistical Modeling,None,None,None,None,None,None,None,None,None,None,None,None,None
Data Analysis,Microsoft Excel,Research,Analysis,Microsoft Office,Time Management,Quantitative Analytics,Microsoft SQL Server,Analytics,R,Team Management,Microsoft Word,Leadership,Financial Analysis,Management,Training,Risk Analysis,Data Modeling,Transportation Management,Teamwork,Financial Modeling,Financial Risk,Shipping,Organizational Development,PowerPoint
Data Analysis,Deep Learning,Analysis,Python,Statistics,R,Matlab,Business Analysis,SQL,Research,Leadership,C,Data Mining,SAS,Microsoft Excel,Microsoft Office,Analytical Skills,Software Development Life Cycle (SDLC),Agile Methodologies,JIRA,Linux,None,None,None,None
Programming,Mathematics,Machine Learning,Physics,Python,Data Analysis,Data Visualization,Public Speaking,MapReduce,Scientific Writing,Hadoop,Statistics,Apache Spark,Fortran,Data Mining,Web Scraping,C++,None,None,None,None,None,None,None,None
Business Intelligence,Analytics,Data Analysis,Data Mining,Microsoft SQL Server,Data Warehousing,Java,R,Risk Management,ETL,Data Modeling,VBA,Python,C++,Tableau,Predictive Analytics,Predictive Modeling,Insurance,JavaScript,Database Design,Microsoft Excel,Google Analytics,Alteryx,Visual Basic for Applications (VBA),Visual C#
R,SQL,Python,Statistical Modeling,Machine Learning,SAS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Python,Big Data,MySQL,Hadoop,NoSQL,Apache Spark,MongoDB,Cassandra,HBase,Google Cloud Platform,R,Stata,SPSS,Web Scraping,API,Google Analytics,Tableau,EXIM,Amazon Web Services (AWS),Airflow,Apache Superset,Reuters,Telekers,Interactive Data,ICERS
N,o,n,e,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Matlab,Statistics,C++,Teaching,LaTeX,Research,Mathematics,Microsoft Excel,PowerPoint,Writing,Emacs,Go,Microsoft Office,Mathematica,Python,NumPy,Scikit-Learn,SciPy,Matplotlib,Pandas,None,None,None,None,None
Data Analysis,R,Statistical Modeling,LaTeX,Time Series Analysis,Data Mining,Mathematical Modeling,SAS,Machine Learning,SPSS,Causal Inference,Biostatistics,Bayesian statistics,Statistical Computing,Statistical Programming,Statistical Consulting,University Teaching,Experimental Design,Scientific Writing,Probability,Optimization,Quantitative Analytics,Bioinformatics,Predictive Modeling,SAS programming
Python,Data Science,Scikit-Learn,Research,Financial Analysis,Econometrics,Big Data,Machine Learning,Business Analysis,Creative Writing,Programming,Statistics,Statistical Data Analysis,Statistical Modeling,Financial Modeling,C++,Matlab,R,Stata,SAS,Microsoft Office,Microsoft PowerPoint,Microsoft Word,Tableau,Teamwork
R,Data Analysis,Statistics,SAS,Matlab,Data Mining,Microsoft Excel,Teamwork,Research,LaTeX,SQL,Microsoft Office,PowerPoint,Microsoft Word,SPSS,Economics,Financial Analysis,Accounting,Chinese,Statistical Modeling,Eviews,None,None,None,None
Predictive Modeling,Statistical Modeling,Report Writing,Data Analysis,SAS Programming,R,SQL,Microsoft Excel,Teamwork,SAS,Statistics,Financial Modeling,Risk Management,Python,None,None,None,None,None,None,None,None,None,None,None
Java,SQL,Matlab,R,Project Management,Microsoft Office,Microsoft Word,Customer Service,Strategic Planning,Management,Teamwork,Time Management,Research,Public Speaking,Social Media,Data Analysis,Statistics,Python,Microsoft Excel,None,None,None,None,None,None
Python,Data Mining,Machine Learning,Linux,C++,Data Analysis,High Performance Computing,Distributed Systems,Physics,Big Data,R,Fortran,Numerical Analysis,Statistics,Simulations,LaTeX,Quantitative Analytics,Scientific Computing,Statistical Modeling,Monte Carlo Simulation,Parallel Computing,Hadoop,Shell Scripting,Mathematics,Computer Science
Python,Machine Learning,Mobile Advertising,Big Data,Data Science,R,MongoDB,Apache Spark,Software Engineering,Data Analysis,Data Mining,Weka,Algorithms,Hadoop,OpenCV,SQL,MapReduce,C/C++,Java,Git,Pattern Recognition,Signal Processing,Biometrics,Biomedical Engineering,Matlab
Leadership,Management,Sales,New Business Development,CRM,Lead Generation,Nursing,Analysis,Healthcare,Business Development,Team Leadership,Public Speaking,Training,Data Analysis,Strategic Planning,Sales Presentations,Negotiation,Time Management,Marketing Strategy,SPIN Selling,Cross-functional Team Leadership,Recruiting,Analytics,Databases,SQL
Data Mining,Predictive Modeling,Python,SQL,Hadoop,Java,SAS,Business Intelligence,Databases,Data Modeling,Data Warehousing,Data Integration,ETL,Statistics,Database Design,Teradata Data Warehouse,Hive,Predictive Analytics,None,None,None,None,None,None,None
Banking,R,Data Science,Hadoop,Machine Learning,SQL,Credit Analysis,Python,Apache Spark,Scala,Artificial Intelligence,Mergers & Acquisitions,Syndications,Structured Finance,Project Finance,None,None,None,None,None,None,None,None,None,None
Data Analysis,Python,Statistics,LaTeX,Mathematical Modeling,R,Research,C++,Programming,Matlab,Algorithms,Java,Teaching,C,Science,Fortran,None,None,None,None,None,None,None,None,None
Business Analysis,Data Analysis,Project Management,R,SQL,Data Mining,SAS,Machine Learning,Big Data,Python,Data Visualization,Predictive Analytics,Time Series Analysis,Hadoop,Hive,Data Science,Qlikview,Tableau,Requirements Analysis,Ruby on Rails,HTML,JavaScript,Matlab,Business Process Design,Business Process
Machine Learning,Java,Matlab,Python,Data Mining,C++,Information Retrieval,Algorithms,LaTeX,Computer Science,Microsoft SQL Server,Statistics,R,Microsoft Office,C,Data Analysis,None,None,None,None,None,None,None,None,None
Data Analysis,Microsoft Excel,SAS Certified Base Programmer,Microsoft SQL Server,SQL Server Management Studio,T-SQL Stored Procedures,Tableau,Cognos,SAP BI,R,Predictive Modeling,Data Mining,Microsoft Office,Salesforce.com,PowerPoint,Presentation Development,Mentoring,Employee Training,Technical Documentation,Analysis,Python,Unix,Business Intelligence,SAS,None
Analytics,Data Analysis,Business Analysis,Segmentation,Data Mining,Analysis,Cross-functional Team Leadership,Product Management,Business Intelligence,Competitive Analysis,Customer Experience,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Predictive Modeling,Statistical Modeling,SAS,Credit Scoring,PL/SQL,SAS Base,SAS E-Miner,Risk Analytics,R,Data Mining,Credit Cards,Predictive Analytics,Logistic Regression,Linear Regression,None,None,None,None,None,None,None,None,None,None,None
Economics,Data Science,R,Public Policy,Data Analysis,SQL,Microsoft Excel,Statistics,Writing,Bloomberg Terminal,Haver,Regression Analysis,Statistical Data Analysis,Econometrics,None,None,None,None,None,None,None,None,None,None,None
Python,SQL,R,Data Mining,ETL,Neural Networks,Hadoop,Hive,Quality Control,Lean Six Sigma,Data Analysis,Tensorflow,Foreign Exchange Trading,Chemical Engineering,Chemical Synthesis,Analytical Chemistry,Microsoft Office,Entrepreneurship,Leadership,Matlab,??,Chemistry,Project Management,None,None
Natural Language Processing,Computational Linguistics,Artificial Intelligence,Matlab,Python,C++,Machine Learning,LaTeX,Java,Programming,Data Analysis,SQL,Statistics,MySQL,Research,C#,Apache Spark,Hive,MapReduce,ElasticSearch,MongoDB,JavaScript,jQuery,D3.js,Presentation Skills
Statistics,Data Analysis,SAS,Statistical Modeling,Matlab,Time Series Analysis,R,Research,Simulations,SPSS,Mathematical Modeling,Experimental Design,Optimization,Microsoft Office,Mathematica,Multivariate Statistics,Science,Biostatistics,LaTeX,University Teaching,Numerical Analysis,Statistical Computing,S-Plus,Monte Carlo Simulation,Public Speaking
Machine Learning,Scala,Apache Spark,Python,Data Mining,Data Analysis,MongoDB,Artificial Intelligence,Natural Language Processing,Neural Networks,MapReduce,Artificial Neural Networks,Matlab,R,C,Computer Graphics,C++,Maya,Microsoft SQL Server,ASP.NET,ASP.NET MVC,C#,Software Development,Research,Algorithms
Matlab,Simulations,Mathematical Modeling,Signal Processing,Algorithms,LaTeX,Statistics,Optimization,Programming,C++,Numerical Analysis,C,Pattern Recognition,Statistical Modeling,Python,Data Mining,Machine Learning,MIMO,Information Theory,Numerical Simulation,Applied Mathematics,Data Analysis,Computer Vision,Artificial Intelligence,Modeling
Economics,Analysis,Research,Modeling,Statistics,Microsoft Excel,Econometrics,Data Analysis,SAS Programming,Tableau,Qualitative Research,Forecasting,Stata,SPSS,Mathematics,Quantitative Analysis,Presentations,Policy Analysis,Project Management,EViews,Monetary Economics,Monetary Theory,social media research,Google Analytics Individual Qualification,Financial Analysis
Project Management,Telecommunications,Databases,Integration,Microsoft SQL Server,SQL,Management,Windows Server,Troubleshooting,IT Management,Information Security,Network Administration,Technical Support,Team Leadership,Software Development,Microsoft Office,Business Strategy,Wireless Networking,IT Operations,Software Engineering,Computer Network Operations,Network Architecture,Project Coordination,Project Control,Telecom BSS
Machine Learning,Computer Vision,Hardware Design,Research & Analysis,Software Design,Programming,PCB Design,Project Management,C++,VHDL,R,OpenCV,CMake,Data Analysis,Data Mining,Matlab,C,Statistical Modeling,Microcontrollers,FPGA,Xilinx,Altera,Python,Signal Processing,Image Processing
Algorithms,C,Data Structures,C++,Distributed Systems,Software Engineering,Machine Learning,Python,Computer Science,Information Retrieval,Linux,Java,Object Oriented Design,Eclipse,JavaScript,Data Mining,OOP,Programming,PHP,MySQL,jQuery,Visual Studio,Design Patterns,Search Engines,Big Data
Data Analysis,Research,Statistics,Recruiting,Psychology,Entrepreneurship,Consulting,Leadership,Coaching,Project Management,Qualitative Research,Career Counseling,Resourceful Problem-solving,Interpersonal Communication Abilities,Leadership Development,Organizational Development,Analytical Reasoning,Social Media,Talent Management,Teaching,Organizational Agility,Public Speaking,Training,Personnel Management,Interviews
Python,Matlab,Data Analysis,Machine Learning,Java,Hadoop,MapReduce,Spark,Pig,Cassandra,Statistics,Hive,R,SQL,MySQL,PostgreSQL,Mathematical Modeling,Shell Scripting,Experimentation,Image Processing,Signal Processing,Algorithms,Neural Networks,Programming,C
Predictive Analytics,Data Science,SQL,Project Management,Microsoft Office,Management,Java,Microsoft Excel,C++,Business Analysis,Python,R,Hadoop,Apache Spark,None,None,None,None,None,None,None,None,None,None,None
Data Analysis,Data Mining,Fractal Analysis,Artificial Neural Networks,C++,C#,C,Python,Java,Matlab,Data Visualization,Mobile Applications,Network Security,Antivirus,Nod32,Kaspersky Antivirus,K7 antivirus,Dr. Web Antivirus,Computer Science,Linux,Algorithms,Programming,Microsoft Office,Machine Learning,Software Development
Java,Audio Processing,Apache Spark,ElasticSearch,Service Oriented Architecture Design,C++,JavaScript,D3.js,jQuery,AngularJS,Spring Framework,Hive,C#,Web Applications,HTML5,Databases,Git,PHP,Node.js,Android,Apache,C,Mathematical Modeling,Object Oriented Design,Data Visualization
Machine Learning,Natural Language Processing,Big Data,Hadoop,Information Retrieval,Python,Apache Pig,Artificial Intelligence,MapReduce,NoSQL,HBase,Recommender Systems,Data Mining,Genetic Algorithms,None,None,None,None,None,None,None,None,None,None,None
Data Science,Machine Learning,Statistics,Computer Science,Python,R,SQL,Unix,Data Analysis,Apache Spark,Hadoop,Natural Language Processing,MapReduce,Predictive Analytics,Time Series Analysis,Text Mining,Text Classification,Predictive Modeling,Research,Financial Analysis,Economic Development,Project Management,Real Estate Development,Microsoft Office,Public Speaking
Matlab,Python,Research,Data Analysis,Signal Processing,Programming,R,Git,Github,Numerical Analysis,Simulations,Analytical Skills,Leadership,JavaScript,Project Management,Financial Modeling,SAS,C++,Medical Devices,Renewable Energy,Hydrogen Fuel Cells,Image Processing,AutoCAD,SolidWorks,CFD
Quantitative Finance,Python,Machine Learning,Artificial Intelligence,Mathematics,Market Risk,Tableau,Power BI,Matlab,Statistics,Stochastic Calculus,Economics,C++,Communication,R,LaTeX,Financial Modeling,Financial Analysis,PowerPoint,Leadership,Microsoft Excel,Microsoft Office,Time Management,Teamwork,Teaching
Data Analysis,SAS,Business Analysis,Financial Analysis,Analysis,Credit Risk,SQL,Risk Management,Financial Risk,Statistics,Business Intelligence,Quantitative Analytics,Data Modeling,Economics,Python,R,Analytical Skills,SAS E-Miner,Forecasting,Big Data,Hadoop,Finance,Visio,Report Writing,XML
Research,Python,Higher Education,Teaching,Natural language processing,Machine learning,Objective-C,Data Analysis,RDF,Apache Pig,Entity Extraction,Big Data,SQL,Ontologies,Gensim,NumPy,SciPy,NoSQL,TextBlob,Programming,Artificial Intelligence,Algorithms,Computer Science,Curriculum Development,University Teaching
Segmentation,Analytics,Team Management,CRM,Customer Analysis,Telecommunications,Data Analysis,Business Intelligence,Business Strategy,SAS,Customer Lifecycle Management,Customer Insight,Competitive Analysis,Customer Retention,Business Analytics,Data Mining,Predictive Analytics,Logistic Regression,Cross-functional Team Leadership,Customer Relationship Management (CRM),Data Segmentation,R,Forecasting,Qualitative Research,Reporting & Analysis
Simulations,Optimization,Matlab,Kalman filtering,Mathematical Modeling,Machine Learning,Python,Statistics,MySQL,R,Data Analysis,C,Data Science,Numerical Analysis,Signal Processing,Automation,Energy Management,Algorithms,Power Systems,Control Theory,Simulink,HEV,Sensors,Energy,Process Simulation
Machine Learning,Algorithms,Hadoop,Statistical Modeling,Predictive Modeling,R,C++,Java,Pattern Recognition,Text Mining,SAS,Cluster Analysis,LaTeX,Mathematical Modeling,Numerical Analysis,SAS Enterprise Guide,SAS Enterprise Miner,Survival Analysis,Collaborative Filtering,Recommender Systems,Social Networking,Data Classification,Data Visualization,Clustering Analysis,Business Profiling
Numerical Analysis,Mathematical Modeling,Data Analysis,Algorithms,Simulations,Research,Statistics,Programming,Science,Fluid Mechanics,Modeling,Physics,Remote Sensing,Signal Processing,Statistical Modeling,Machine Learning,Optimization,Analysis,R&D,Environmental Science,Social Media,Radar,Matlab,Fortran,Mathematica
Data Analysis,SAS,Microsoft Excel,VBA,SPSS,Research,Account Management,Databases,Statistics,New Business Development,Social Media,Analysis,SAS programming,Linear Regression,Online Advertising,Marketing Research,Matlab,R,Data Mining,Financial Modeling,Access Database,Microsoft SQL Server,Office 2010,Maple,Time Series Analysis
Data Science,Machine Learning,R Programming,Python,SQL,NoSQL,Excel,Data Mining,Regression Analysis,Recommender Systems,Cluster Analysis,Random Forest,Naive Bayes,k-Nearest Neighbors,Data Analysis,Customer Segmentation Strategy,Predictive Analytics,Statistical Modeling,Microsoft Office,C/C++,MATLAB,Time Series Analysis,Credit Risk Modeling,None,None
Quantitative Research,Data Analysis,Segmentation,Quantitative Analytics,Analytics,Customer Insight,Mathematical Modeling,R,Statistics,Apache Spark,apache hive,Machine Learning,Hbase,Scala,None,None,None,None,None,None,None,None,None,None,None
Matlab,CAD,Microsoft Office,Project Management,PowerPoint,R,AutoCAD,Research,ANSYS,Microsoft Word,Leadership,LabVIEW,Programming,C++,C/C++,Labview,None,None,None,None,None,None,None,None,None
Business Analytics,Statistical Data Analysis,Predictive Analytics,Descriptive Analysis,Analytics,Economic Forecasting,Database Modeling,SAS Programming,R,VBA,Access Database,Consumer Behaviour,Accounting,Order Processing,Java,C++,Operations Management,Audio Editing,Organization,Technology,Hospitality,Project Management,Leadership,Teamwork,Communication
Statistics,Data Analysis,SQL,Machine Learning,Research Design,R,Psychology,Neuroscience,Scientific Writing,Quantitative Research,Data Visualization,Project Management,Teaching,Python,Research,Matlab,Qualitative Research,Neuroimaging,Analysis,SPSS,Experimental Design,Multivariate Statistics,Literature Reviews,Science,Experimentation
Analytics,Python,SAS,Optimization,Data Analysis,SQL,Microsoft SQL Server,MySQL,Tableau,Predictive Modeling,Java,C++,C#,Operations Research,Industrial Engineering,Linear Programming,Project Management,Analysis,Visual Basic,Statistical Modeling,Oracle,Simul8,Decision Support,Process Improvement,Discrete Event Simulation
Matlab,Python,R,SQL,Java,Data Analysis,JavaScript,HTML,Cascading Style Sheets (CSS),Engineering,Failure Analysis,COMSOL,Scanning Electron Microscopy,Electrochemistry,Materials,Nanotechnology,Materials Science,Labview,None,None,None,None,None,None,None
DB2,Hive,Hadoop,R,Python,Physics,Matlab,Retail Sales Analysis,Data Analysis,SQL,MapReduce,Linux,Insurance Fraud,Big Data Analytics,Data Visualization,Statistical Data Analysis,Mathematical Modeling,Data Presentation,Data Management,Office Action Responses,Research,Experimentation,Patent Prosecution,Patent Applications,Software Patents
Research,Entrepreneurship,Product Marketing,Data Analysis,Strategic Planning,Team Leadership,Project Management,Salesforce.com,JavaScript,HTML5,CSS,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Hadoop,Economics,Statistics,Apache Spark,Apache Pig,Python,R,Hive,SAS,Scala,Machine Learning,Data Analysis,Quantitative Analytics,Statistical Modeling,Time Series Analysis,Data Mining,Microsoft Office,Teamwork,Analytics,Microsoft Excel,SQL,Analytical Skills,Java,None,None
